[11657] [05-09-2012 16:30:17]:	Finished writing sequence region
[11657] [05-09-2012 16:31:51]:	going to write exon:   _DDB0238180_CDS_DDB0232428:3319945..3322376
[11657] [05-09-2012 16:31:51]:	going to write exon:   _DDB0191201_CDS_DDB0189305:4707598..4708429
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0347365_exon_DDB0232428:1924768..1924948
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0347366_exon_DDB0232428:1926729..1926909
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0190930_CDS_DDB0189305:4547146..4547150
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0190930_CDS_DDB0189305:4547328..4547612
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0202044_CDS_DDB0189305:4835063..4835195
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0216282_CDS_DDB0189305:4843785..4844087
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0216282_CDS_DDB0189305:4843436..4843668
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0216282_CDS_DDB0189305:4843088..4843298
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0216282_CDS_DDB0189305:4842468..4842981
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0347530_exon_DDB0232428:4879791..4880597
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0347530_exon_DDB0232428:4879295..4879662
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0347530_exon_DDB0232428:4878999..4879167
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0305171_CDS_DDB0232428:4894808..4895040
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0305171_CDS_DDB0232428:4894628..4894732
[11657] [05-09-2012 16:31:52]:	going to write exon:   _DDB0202054_CDS_DDB0189305:4907330..4908239
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202056_CDS_DDB0189305:4908879..4909644
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4914610..4915109
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4914204..4914256
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4913884..4914144
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4913647..4913822
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4913272..4913579
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0202057_CDS_DDB0189305:4912179..4913196
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0214899_CDS_DDB0189305:3427722..3427930
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0214899_CDS_DDB0189305:3428071..3428418
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0214899_CDS_DDB0189305:3428526..3428577
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0214899_CDS_DDB0189305:3428661..3429623
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0214899_CDS_DDB0189305:3429829..3430109
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0305274_CDS_DDB0232428:1347351..1347356
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0305274_CDS_DDB0232428:1346674..1347180
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0305274_CDS_DDB0232428:1346480..1346560
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1351631..1351635
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1350322..1350473
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1350030..1350117
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1349725..1349909
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1349412..1349613
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1348862..1349324
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1348465..1348742
[11657] [05-09-2012 16:31:53]:	going to write exon:   _DDB0349293_exon_DDB0232428:1347889..1348386
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1350322..1350468
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1350030..1350117
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1349725..1349909
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1349412..1349613
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1348862..1349324
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1348465..1348742
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0349291_exon_DDB0232428:1347889..1348386
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0189737_CDS_DDB0189305:1346376..1346514
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0305012_CDS_DDB0232428:1353990..1354182
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0305012_CDS_DDB0232428:1353728..1353878
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0305012_CDS_DDB0232428:1353350..1353587
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0306517_exon_DDB0232428:1359895..1363000
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0308350_exon_DDB0232428:1365747..1365947
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0308350_exon_DDB0232428:1365317..1365477
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0308349_exon_DDB0232428:1365747..1365947
[11657] [05-09-2012 16:31:54]:	going to write exon:   _DDB0308349_exon_DDB0232428:1365317..1365477
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0232040_CDS_DDB0189305:1361168..1361528
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0232040_CDS_DDB0189305:1360852..1361058
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0232040_CDS_DDB0189305:1360431..1360747
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0232040_CDS_DDB0189305:1359790..1360348
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0231284_CDS_DDB0189305:1365917..1366071
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0231284_CDS_DDB0189305:1365016..1365828
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0306518_exon_DDB0232428:1383368..1383578
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0306518_exon_DDB0232428:1380971..1383206
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0307388_exon_DDB0232428:1391481..1393242
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0233905_CDS_DDB0232428:1394225..1394274
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0233905_CDS_DDB0232428:1394025..1394134
[11657] [05-09-2012 16:31:55]:	going to write exon:   _DDB0233905_CDS_DDB0232428:1393386..1393897
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0306519_exon_DDB0232428:1394863..1397458
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191234_CDS_DDB0189305:2997555..2997938
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191234_CDS_DDB0189305:2998021..2998415
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191234_CDS_DDB0189305:2998508..3002051
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191518_CDS_DDB0189305:3024883..3025275
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191518_CDS_DDB0189305:3025497..3025891
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191518_CDS_DDB0189305:3025964..3029507
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191516_CDS_DDB0189305:2891126..2891192
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191516_CDS_DDB0189305:2891367..2892980
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191516_CDS_DDB0189305:2893059..2893112
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0191516_CDS_DDB0189305:2893227..2893877
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0266533_CDS_DDB0232428:3326118..3326298
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0266533_CDS_DDB0232428:3325559..3325942
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0266533_CDS_DDB0232428:3323736..3325444
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0190471_CDS_DDB0189305:3321851..3322031
[11657] [05-09-2012 16:31:56]:	going to write exon:   _DDB0307428_exon_DDB0232428:3337064..3338927
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0237517_CDS_DDB0232428:3343257..3343830
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0237517_CDS_DDB0232428:3342072..3343158
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0237517_CDS_DDB0232428:3339031..3341983
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229968_CDS_DDB0189305:3340726..3341496
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229968_CDS_DDB0189305:3341596..3345863
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229969_CDS_DDB0189305:3346797..3346913
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229969_CDS_DDB0189305:3346035..3346654
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307429_exon_DDB0232428:3352106..3354728
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229921_CDS_DDB0189305:3361603..3361612
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229921_CDS_DDB0189305:3361473..3361520
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229921_CDS_DDB0189305:3361293..3361368
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0229921_CDS_DDB0189305:3361045..3361166
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307430_exon_DDB0232428:3368416..3368994
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307430_exon_DDB0232428:3367863..3368302
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307430_exon_DDB0232428:3367565..3367749
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307430_exon_DDB0232428:3367371..3367442
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307431_exon_DDB0232428:3373103..3373263
[11657] [05-09-2012 16:31:57]:	going to write exon:   _DDB0307431_exon_DDB0232428:3373452..3374984
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0231673_CDS_DDB0189305:3374972..3375126
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0231673_CDS_DDB0189305:3375229..3375993
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307380_exon_DDB0232428:1025188..1025203
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307380_exon_DDB0232428:1025294..1028129
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307381_exon_DDB0232428:1030791..1031066
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307381_exon_DDB0232428:1030628..1030683
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307381_exon_DDB0232428:1029260..1030544
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307379_exon_DDB0232428:992498..994469
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0234155_CDS_DDB0232428:3834759..3836838
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0235185_CDS_DDB0232428:3837508..3838081
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0235185_CDS_DDB0232428:3838163..3841658
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0231238_CDS_DDB0189305:3837335..3838152
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0231238_CDS_DDB0189305:3838275..3840044
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307117_exon_DDB0232428:3845548..3845638
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307117_exon_DDB0232428:3845740..3845937
[11657] [05-09-2012 16:31:58]:	going to write exon:   _DDB0307117_exon_DDB0232428:3846029..3846750
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191507_CDS_DDB0232428:2627247..2627277
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191507_CDS_DDB0232428:2627445..2627595
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191507_CDS_DDB0232428:2627694..2627707
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191507_CDS_DDB0232428:2628074..2628493
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191190_CDS_DDB0189305:4265544..4265590
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191190_CDS_DDB0189305:4265239..4265435
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191190_CDS_DDB0189305:4264447..4264850
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191221_CDS_DDB0189305:3355666..3355781
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191221_CDS_DDB0189305:3355963..3356139
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0191221_CDS_DDB0189305:3356280..3356592
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0348065_exon_DDB0232428:1036313..1038005
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0347260_exon_DDB0232428:1038510..1042005
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0306509_exon_DDB0232428:1044367..1044435
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0306509_exon_DDB0232428:1042895..1044069
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0306510_exon_DDB0232428:1045341..1047918
[11657] [05-09-2012 16:31:59]:	going to write exon:   _DDB0307344_exon_DDB0232428:1051355..1052030
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0348343_exon_DDB0232428:1052626..1053253
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0231389_CDS_DDB0189305:1047365..1048673
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0189626_CDS_DDB0189305:1056833..1057205
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0306511_exon_DDB0232428:1071887..1073619
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0306511_exon_DDB0232428:1073728..1074531
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0304419_CDS_DDB0232428:1080925..1082242
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0307383_exon_DDB0232428:1106719..1108333
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0229392_CDS_DDB0189305:1391995..1392263
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0229392_CDS_DDB0189305:1392445..1392804
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0307389_exon_DDB0232428:1399545..1400979
[11657] [05-09-2012 16:32:00]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1404966..1405038
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1405136..1405235
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1405302..1405848
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1406017..1406227
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1406299..1406630
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1406725..1406778
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1406876..1407263
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1407405..1407599
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1407681..1407862
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307274_CDS_DDB0232428:1407948..1408062
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0347973_exon_DDB0232428:1145055..1145211
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0229295_CDS_DDB0189305:1143071..1143215
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0229295_CDS_DDB0189305:1142299..1142962
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0229295_CDS_DDB0189305:1141429..1142215
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0266638_CDS_DDB0232428:802088..804413
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0266638_CDS_DDB0232428:804492..806096
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0266638_CDS_DDB0232428:806189..806703
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307395_exon_DDB0232428:811007..811472
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307395_exon_DDB0232428:810582..810909
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0307396_exon_DDB0232428:811677..815598
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0304545_CDS_DDB0232428:816235..816442
[11657] [05-09-2012 16:32:01]:	going to write exon:   _DDB0304545_CDS_DDB0232428:816560..816791
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0305015_CDS_DDB0232428:201216..201968
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0305015_CDS_DDB0232428:201969..203254
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0191504_CDS_DDB0232428:201216..202272
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0306520_exon_DDB0232428:1410383..1411401
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0306520_exon_DDB0232428:1408318..1410291
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0306521_exon_DDB0232428:1414124..1415255
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0229430_CDS_DDB0189305:1411495..1411812
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0229430_CDS_DDB0189305:1411907..1413114
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0233074_CDS_DDB0232428:1430890..1431383
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0233074_CDS_DDB0232428:1430687..1430810
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0233074_CDS_DDB0232428:1428912..1430597
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0231499_CDS_DDB0189305:1433021..1433153
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0231499_CDS_DDB0189305:1426470..1432878
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0238183_CDS_DDB0232428:1441134..1441186
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0238183_CDS_DDB0232428:1440930..1441050
[11657] [05-09-2012 16:32:02]:	going to write exon:   _DDB0238183_CDS_DDB0232428:1440158..1440769
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0307390_exon_DDB0232428:1446576..1446917
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0307390_exon_DDB0232428:1447041..1447357
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0307390_exon_DDB0232428:1447469..1447961
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305162_CDS_DDB0232428:2710209..2710430
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305162_CDS_DDB0232428:2710534..2710660
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305162_CDS_DDB0232428:2710757..2711100
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305313_CDS_DDB0232428:2714080..2714296
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305313_CDS_DDB0232428:2713557..2713980
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305163_CDS_DDB0232428:2715810..2716197
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305163_CDS_DDB0232428:2715189..2715708
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305308_CDS_DDB0232428:1481368..1483331
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0305308_CDS_DDB0232428:1483415..1483750
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0191105_CDS_DDB0189305:2988621..2988646
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0191105_CDS_DDB0189305:2988418..2988441
[11657] [05-09-2012 16:32:03]:	going to write exon:   _DDB0191105_CDS_DDB0189305:2988152..2988286
